variable_name,event_definition,code,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type
C_AMI_AESI,Acute myocardial Infarction,AMI_narrow,free_text,,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21,ICD10,Acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.9,ICD10,"Acute myocardial infarction, unspecified",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.4,ICD10,Acute subendocardial myocardial infarction  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.0,ICD10,Acute transmural myocardial infarction of anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.1,ICD10,Acute transmural myocardial infarction of inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.2,ICD10,Acute transmural myocardial infarction of other sites  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.3,ICD10,Acute transmural myocardial infarction of unspecified site,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I23.3,ICD10,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,C0348867,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.0,ICD10,Subsequent myocardial infarction of anterior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.1,ICD10,Subsequent myocardial infarction of inferior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.8,ICD10,Subsequent myocardial infarction of other sites  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.9,ICD10,Subsequent myocardial infarction of unspecified site  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21,ICD10CM,Acute myocardial infarction,C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.9,ICD10CM,"Acute myocardial infarction, unspecified",C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.4,ICD10CM,Non-ST elevation (NSTEMI) myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I23.3,ICD10CM,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,C0348867,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.02,ICD10CM,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.21,ICD10CM,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.01,ICD10CM,ST elevation (STEMI) myocardial infarction involving left main coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.09,ICD10CM,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.19,ICD10CM,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.29,ICD10CM,ST elevation (STEMI) myocardial infarction involving other sites,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.11,ICD10CM,ST elevation (STEMI) myocardial infarction involving right coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.0,ICD10CM,ST elevation (STEMI) myocardial infarction of anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.1,ICD10CM,ST elevation (STEMI) myocardial infarction of inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.2,ICD10CM,ST elevation (STEMI) myocardial infarction of other sites,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21.3,ICD10CM,ST elevation (STEMI) myocardial infarction of unspecified site,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.0,ICD10CM,Subsequent myocardial infarction of anterior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.1,ICD10CM,Subsequent myocardial infarction of inferior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.8,ICD10CM,Subsequent myocardial infarction of other sites  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22.9,ICD10CM,Subsequent myocardial infarction of unspecified site  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21,ICD10CM,cardiac infarction,C0027051,Myocardial Infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I22,ICD10CM,cardiac infarction,C0027051,Myocardial Infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I21,ICD10DA,Acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I219,ICD10DA,Acute myocardial infarction UNS,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I210B,ICD10DA,Anterior ST-elevation acute myocardial infarction with Q-wave development,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I210,ICD10DA,Anterior acute myocardial infarction with Q wave development,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I210A,ICD10DA,Anterior non-ST-elevation acute myocardial infarction with Q-wave development,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I211B,ICD10DA,Inferior or posterior ST-elevation acute myocardial infarction with Q-wave dev,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I211,ICD10DA,Inferior or posterior acute myocardial infarction with Q wave,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I211A,ICD10DA,Inferior or posterior non-ST-elevation acute myocardial infarction with Q-wave,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I214,ICD10DA,Non-ST elevation acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I213,ICD10DA,ST elevation acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I213A,ICD10DA,"ST-elevation acute myocardial infarction, anterior",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I213C,ICD10DA,"ST-elevation acute myocardial infarction, bundle branch block",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I213B,ICD10DA,"ST-elevation acute myocardial infarction, inferior/posterior",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I220,ICD10DA,Subsequent myocardial infarction of anterior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I221,ICD10DA,Subsequent myocardial infarction of inferior wall  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I228,ICD10DA,Subsequent myocardial infarction of other sites  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I229,ICD10DA,Subsequent myocardial infarction of unspecified site  ,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,I219A,ICD10DA,Type 2 myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CM,Acute myocardial infarction,C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CM,Acute myocardial infarction of anterolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CM,"Acute myocardial infarction of anterolateral wall, episode of care unspecified  410.00",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.01,ICD9CM,"Acute myocardial infarction of anterolateral wall, initial episode of care  410.01",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.02,ICD9CM,"Acute myocardial infarction of anterolateral wall, subsequent episode of care  410.02",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.2,ICD9CM,Acute myocardial infarction of inferolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.2,ICD9CM,"Acute myocardial infarction of inferolateral wall, episode of care unspecified  410.20",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.21,ICD9CM,"Acute myocardial infarction of inferolateral wall, initial episode of care  410.21",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.22,ICD9CM,"Acute myocardial infarction of inferolateral wall, subsequent episode of care  410.22",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.3,ICD9CM,Acute myocardial infarction of inferoposterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.3,ICD9CM,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified  410.30",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.31,ICD9CM,"Acute myocardial infarction of inferoposterior wall, initial episode of care  410.31",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.32,ICD9CM,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care  410.32",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.1,ICD9CM,Acute myocardial infarction of other anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.1,ICD9CM,"Acute myocardial infarction of other anterior wall, episode of care unspecified  410.10",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.11,ICD9CM,"Acute myocardial infarction of other anterior wall, initial episode of care  410.11",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.12,ICD9CM,"Acute myocardial infarction of other anterior wall, subsequent episode of care  410.12",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.4,ICD9CM,Acute myocardial infarction of other inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.4,ICD9CM,"Acute myocardial infarction of other inferior wall, episode of care unspecified  410.40",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.41,ICD9CM,"Acute myocardial infarction of other inferior wall, initial episode of care  410.41",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.42,ICD9CM,"Acute myocardial infarction of other inferior wall, subsequent episode of care  410.42",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.5,ICD9CM,Acute myocardial infarction of other lateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.5,ICD9CM,"Acute myocardial infarction of other lateral wall, episode of care unspecified  410.50",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.51,ICD9CM,"Acute myocardial infarction of other lateral wall, initial episode of care  410.51",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.52,ICD9CM,"Acute myocardial infarction of other lateral wall, subsequent episode of care  410.52",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.8,ICD9CM,Acute myocardial infarction of other specified sites,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.8,ICD9CM,"Acute myocardial infarction of other specified sites, episode of care unspecified  410.80",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.81,ICD9CM,"Acute myocardial infarction of other specified sites, initial episode of care  410.81",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.82,ICD9CM,"Acute myocardial infarction of other specified sites, subsequent episode of care  410.82",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CM,Acute myocardial infarction of unspecified site,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CM,"Acute myocardial infarction of unspecified site, episode of care unspecified",C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CM,"Acute myocardial infarction of unspecified site, episode of care unspecified  410.90",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.91,ICD9CM,"Acute myocardial infarction of unspecified site, initial episode of care  410.91",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.92,ICD9CM,"Acute myocardial infarction of unspecified site, subsequent episode of care  410.92",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CM,"Acute myocardial infarction, unspecified site",C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.7,ICD9CM,Subendocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.7,ICD9CM,"Subendocardial infarction, episode of care unspecified  410.70",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.71,ICD9CM,"Subendocardial infarction, initial episode of care  410.71",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.72,ICD9CM,"Subendocardial infarction, subsequent episode of care  410.72",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.6,ICD9CM,True posterior wall infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.6,ICD9CM,"True posterior wall infarction, episode of care unspecified  410.60",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.61,ICD9CM,"True posterior wall infarction, initial episode of care  410.61",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.62,ICD9CM,"True posterior wall infarction, subsequent episode of care  410.62",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CMP,Acute myocardial infarction,C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CMP,Acute myocardial infarction of anterolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410,ICD9CMP,"Acute myocardial infarction of anterolateral wall, episode of care unspecified  410.00",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.01,ICD9CMP,"Acute myocardial infarction of anterolateral wall, initial episode of care  410.01",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.02,ICD9CMP,"Acute myocardial infarction of anterolateral wall, subsequent episode of care  410.02",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.2,ICD9CMP,Acute myocardial infarction of inferolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.2,ICD9CMP,"Acute myocardial infarction of inferolateral wall, episode of care unspecified  410.20",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.21,ICD9CMP,"Acute myocardial infarction of inferolateral wall, initial episode of care  410.21",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.22,ICD9CMP,"Acute myocardial infarction of inferolateral wall, subsequent episode of care  410.22",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.3,ICD9CMP,Acute myocardial infarction of inferoposterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.3,ICD9CMP,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified  410.30",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.31,ICD9CMP,"Acute myocardial infarction of inferoposterior wall, initial episode of care  410.31",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.32,ICD9CMP,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care  410.32",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.1,ICD9CMP,Acute myocardial infarction of other anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.1,ICD9CMP,"Acute myocardial infarction of other anterior wall, episode of care unspecified  410.10",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.11,ICD9CMP,"Acute myocardial infarction of other anterior wall, initial episode of care  410.11",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.12,ICD9CMP,"Acute myocardial infarction of other anterior wall, subsequent episode of care  410.12",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.4,ICD9CMP,Acute myocardial infarction of other inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.4,ICD9CMP,"Acute myocardial infarction of other inferior wall, episode of care unspecified  410.40",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.41,ICD9CMP,"Acute myocardial infarction of other inferior wall, initial episode of care  410.41",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.42,ICD9CMP,"Acute myocardial infarction of other inferior wall, subsequent episode of care  410.42",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.5,ICD9CMP,Acute myocardial infarction of other lateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.5,ICD9CMP,"Acute myocardial infarction of other lateral wall, episode of care unspecified  410.50",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.51,ICD9CMP,"Acute myocardial infarction of other lateral wall, initial episode of care  410.51",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.52,ICD9CMP,"Acute myocardial infarction of other lateral wall, subsequent episode of care  410.52",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.8,ICD9CMP,Acute myocardial infarction of other specified sites,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.8,ICD9CMP,"Acute myocardial infarction of other specified sites, episode of care unspecified  410.80",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.81,ICD9CMP,"Acute myocardial infarction of other specified sites, initial episode of care  410.81",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.82,ICD9CMP,"Acute myocardial infarction of other specified sites, subsequent episode of care  410.82",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CMP,Acute myocardial infarction of unspecified site,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CMP,"Acute myocardial infarction of unspecified site, episode of care unspecified",C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CMP,"Acute myocardial infarction of unspecified site, episode of care unspecified  410.90",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.91,ICD9CMP,"Acute myocardial infarction of unspecified site, initial episode of care  410.91",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.92,ICD9CMP,"Acute myocardial infarction of unspecified site, subsequent episode of care  410.92",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.9,ICD9CMP,"Acute myocardial infarction, unspecified site",C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.7,ICD9CMP,Subendocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.7,ICD9CMP,"Subendocardial infarction, episode of care unspecified  410.70",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.71,ICD9CMP,"Subendocardial infarction, initial episode of care  410.71",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.72,ICD9CMP,"Subendocardial infarction, subsequent episode of care  410.72",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.6,ICD9CMP,True posterior wall infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.6,ICD9CMP,"True posterior wall infarction, episode of care unspecified  410.60",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.61,ICD9CMP,"True posterior wall infarction, initial episode of care  410.61",,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,410.62,ICD9CMP,"True posterior wall infarction, subsequent episode of care  410.62",,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75,ICPC,Acute myocardial infarction,C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75014,ICPC2P,Heart attack,C0027051,Myocardial Infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75001,ICPC2P,Infarction;heart,C0027051,Myocardial Infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75013,ICPC2P,Infarction;myocardial,C0027051,Myocardial Infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75002,ICPC2P,Infarction;myocardial;acute,C0155626,Acute myocardial infarction,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75006,ICPC2P,Rupture;heart,C0018813,Myocardial rupture,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,K75005,ICPC2P,Rupture;myocardium,C0018813,Myocardial rupture,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,3.43E+15,MEDCODEID,AMI - Acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,5.94E+15,MEDCODEID,Acute Q wave myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,447324018,MEDCODEID,Acute Q-wave infarct,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1780491019,MEDCODEID,Acute ST segment elevation myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute ST segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute ST segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute ST segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,9.84E+15,MEDCODEID,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,8.09E+15,MEDCODEID,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,9.84E+15,MEDCODEID,Acute ST segment elevation myocardial infarction of anterolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute ST segment elevation myocardial infarction of inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.21E+16,MEDCODEID,Acute ST segment elevation myocardial infarction of inferolateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.21E+16,MEDCODEID,Acute ST segment elevation myocardial infarction of inferoposterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,9.84E+15,MEDCODEID,Acute ST segment elevation myocardial infarction of lateral wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,9.84E+15,MEDCODEID,Acute ST segment elevation myocardial infarction of posterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.40E+16,MEDCODEID,Acute STEMI (ST elevation myocardial infarction) due to PDA (posterior descending artery) branch of RCA (right coronary artery) occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute STEMI (ST elevation myocardial infarction) due to distal LAD (left anterior descending) coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1.39E+16,MEDCODEID,Acute STEMI (ST elevation myocardial infarction) due to mid LAD (left anterior descending) coronary artery occlusion,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute STEMI (ST elevation myocardial infarction) of anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute STEMI (ST elevation myocardial infarction) of inferior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute anterior ST segment elevation myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299707016,MEDCODEID,Acute anterior myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299708014,MEDCODEID,Acute anteroapical infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,4.56E+14,MEDCODEID,Acute anterolateral myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,4.56E+14,MEDCODEID,Acute anteroseptal myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299719012,MEDCODEID,Acute atrial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299745015,MEDCODEID,Acute coronary insufficiency,,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1488382011,MEDCODEID,Acute coronary syndrome,,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,9.32E+14,MEDCODEID,Acute coronary syndrome,,,possible,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute inferior ST segment elevation myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,3.70E+15,MEDCODEID,Acute inferior myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,4.58E+14,MEDCODEID,Acute inferolateral myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,1234005010,MEDCODEID,Acute inferoposterior infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299711010,MEDCODEID,Acute lateral myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,94884017,MEDCODEID,Acute myocardial infarction,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,299721019,MEDCODEID,Acute myocardial infarction NOS,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,7.57E+15,MEDCODEID,Acute myocardial infarction during procedure,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,3.38E+15,MEDCODEID,Acute myocardial infarction of anterior wall,,,narrow,C,AMI,AESI
C_AMI_AESI,Acute myocardial Infarction,3.64E+15,MEDCODEID,Acute myocardial infarction of anterolateral wall,,,narrow,C,AMI,AESI
